customer_id,age,segment,credit_score,employment_status,income
138,68,Near-Prime,639,Employed,33540
139,62,Prime,735,Employed,70159
140,47,Subprime,610,Self-Employed,19441
141,30,Subprime,611,Unemployed,8000
142,66,Prime,803,Employed,43470
143,72,Prime,746,Unemployed,8000
144,62,Prime,762,Employed,58862
145,52,Prime,732,Employed,51392
146,62,Prime,757,Employed,52803
147,46,Near-Prime,701,Employed,49223
148,45,Near-Prime,675,Self-Employed,34469
149,31,Prime,677,Employed,62750
150,43,Prime,763,Employed,70113
151,54,Subprime,601,Employed,25266
152,72,Prime,722,Employed,62370
153,60,Prime,698,Unemployed,9274
154,43,Prime,809,Self-Employed,64240
155,49,Subprime,609,Employed,18571
156,51,Prime,740,Self-Employed,38544
157,27,Near-Prime,623,Unemployed,8826
158,60,Near-Prime,638,Employed,32888
159,53,Prime,802,Employed,49832
160,41,Near-Prime,686,Employed,38243
161,22,Prime,727,Employed,62200
162,38,Near-Prime,705,Employed,36738
163,67,Near-Prime,639,Employed,33409
164,53,Near-Prime,755,Employed,37187
165,57,Prime,804,Employed,47308
166,54,Subprime,552,Unemployed,8000
167,40,Prime,724,Employed,38869
168,55,Prime,645,Employed,55694
169,71,Prime,690,Self-Employed,49312
170,70,Near-Prime,613,Employed,47730
171,74,Near-Prime,686,Employed,28420
172,38,Prime,736,Unemployed,8373
173,66,Near-Prime,612,Self-Employed,54503
174,44,Prime,738,Employed,45603
175,28,Near-Prime,705,Employed,38107
176,50,Prime,771,Unemployed,8000
177,64,Near-Prime,585,Employed,29212
178,73,Prime,744,Employed,70473
179,30,Subprime,496,Employed,29026
180,43,Prime,786,Employed,56336
181,72,Prime,781,Employed,38036
182,69,Prime,714,Employed,58587
183,31,Subprime,534,Unemployed,13472
184,22,Subprime,552,Unemployed,13448
185,46,Prime,659,Employed,61683
186,56,Near-Prime,696,Employed,30964
187,53,Subprime,563,Unemployed,10939
188,67,Near-Prime,728,Employed,45340
189,33,Near-Prime,625,Employed,25644
190,60,Prime,725,Self-Employed,43787
191,45,Prime,689,Employed,63881
192,24,Subprime,519,Employed,33256
193,62,Subprime,509,Unemployed,8000
194,39,Near-Prime,729,Unemployed,12385
195,38,Prime,722,Employed,55953
196,57,Prime,754,Self-Employed,62810
197,50,Near-Prime,660,Employed,34923
198,39,Subprime,503,Employed,31871
199,43,Subprime,569,Unemployed,12531
200,74,Near-Prime,709,Unemployed,8945
201,36,Near-Prime,619,Employed,40142
202,21,Prime,782,Employed,48514
203,32,Prime,716,Employed,71516
204,44,Subprime,551,Employed,27278
205,54,Near-Prime,706,Employed,32623
206,73,Prime,723,Employed,47841
207,28,Prime,751,Employed,56267
208,38,Near-Prime,664,Employed,46026
209,68,Prime,755,Employed,41641
210,25,Prime,654,Employed,73476
211,46,Near-Prime,588,Employed,42469
212,50,Near-Prime,710,Employed,43731
213,74,Near-Prime,731,Self-Employed,39222
214,33,Prime,713,Employed,55192
215,39,Near-Prime,667,Employed,38813
216,49,Prime,761,Employed,65177
217,23,Prime,777,Employed,54920
218,46,Near-Prime,578,Employed,46136
219,60,Near-Prime,635,Self-Employed,36529
220,32,Subprime,560,Employed,29173
221,22,Near-Prime,715,Employed,33568
222,31,Near-Prime,804,Employed,49732
223,64,Prime,740,Employed,46662
224,48,Prime,693,Self-Employed,51750
225,38,Prime,766,Employed,51850
226,33,Prime,802,Employed,51460
227,57,Subprime,586,Employed,32334
228,42,Prime,713,Employed,51833
229,32,Subprime,637,Unemployed,14181
230,22,Near-Prime,713,Employed,33452
231,57,Near-Prime,628,Unemployed,10508
232,27,Near-Prime,699,Employed,33793
233,46,Near-Prime,729,Unemployed,11262
234,46,Prime,797,Employed,54840
235,44,Prime,747,Employed,53449
236,32,Near-Prime,662,Employed,49507
237,36,Prime,799,Employed,48456
238,43,Prime,701,Employed,60865
239,60,Near-Prime,701,Employed,33848
240,29,Prime,695,Employed,56126
241,52,Subprime,643,Unemployed,8000
242,35,Subprime,564,Employed,24024
243,57,Subprime,656,Unemployed,9753
244,33,Prime,769,Self-Employed,73146
245,25,Prime,701,Self-Employed,56008
246,31,Subprime,665,Employed,37928
247,30,Prime,812,Employed,57203
248,72,Subprime,632,Employed,25677
249,33,Subprime,534,Employed,37236
250,61,Subprime,561,Employed,30622
251,73,Prime,755,Employed,48572
252,66,Prime,721,Employed,59705
253,70,Subprime,681,Employed,26244
254,35,Prime,755,Unemployed,8000
255,62,Prime,641,Employed,64359
256,27,Near-Prime,696,Employed,48759
257,60,Subprime,559,Unemployed,15513
258,48,Near-Prime,676,Employed,43377
259,52,Near-Prime,661,Employed,38010
260,55,Prime,782,Employed,63349
261,35,Near-Prime,735,Self-Employed,46798
262,68,Subprime,596,Employed,37829
263,56,Prime,736,Employed,54553
264,41,Near-Prime,677,Employed,38675
265,26,Subprime,581,Employed,23706
266,21,Near-Prime,639,Employed,44299
267,24,Near-Prime,708,Employed,27613
268,31,Near-Prime,703,Employed,46208
269,64,Prime,811,Employed,60878
270,46,Prime,800,Employed,60850
271,57,Subprime,538,Employed,28829
272,43,Subprime,629,Self-Employed,37197
273,49,Subprime,522,Employed,33231
274,41,Subprime,621,Employed,24357
275,68,Near-Prime,654,Self-Employed,35286
276,65,Near-Prime,628,Self-Employed,32962
277,65,Near-Prime,694,Employed,44410
278,69,Near-Prime,546,Employed,31998
279,47,Near-Prime,592,Employed,48667
280,59,Near-Prime,671,Employed,50583
281,60,Subprime,584,Self-Employed,22725
282,33,Prime,735,Employed,53144
283,43,Prime,686,Employed,55166
284,36,Prime,717,Employed,63839
285,50,Near-Prime,699,Employed,52874
286,24,Prime,773,Employed,38145
287,60,Prime,749,Employed,51818
288,36,Near-Prime,737,Employed,37871
289,51,Prime,765,Unemployed,8000
290,73,Near-Prime,642,Self-Employed,36119
291,62,Prime,738,Employed,59277
292,45,Prime,693,Employed,52213
293,64,Subprime,573,Employed,18732
294,32,Prime,794,Self-Employed,83740
295,46,Prime,777,Employed,57661
296,57,Near-Prime,750,Self-Employed,40893
297,68,Near-Prime,664,Employed,31216
298,53,Prime,803,Employed,57607
299,48,Near-Prime,670,Unemployed,9507
300,29,Prime,808,Employed,36114
301,32,Prime,749,Employed,44297
302,25,Near-Prime,715,Employed,46359
303,74,Near-Prime,753,Employed,55552
304,72,Near-Prime,670,Employed,42937
305,74,Near-Prime,690,Employed,48824
306,48,Subprime,657,Employed,27065
307,55,Near-Prime,673,Self-Employed,39307
308,25,Prime,697,Employed,65909
309,54,Near-Prime,787,Unemployed,14988
310,66,Prime,731,Employed,68010
311,54,Prime,756,Employed,44336
312,33,Prime,796,Employed,54330
313,59,Prime,725,Employed,57775
314,62,Subprime,519,Unemployed,9220
315,65,Subprime,595,Unemployed,11163
316,68,Near-Prime,590,Employed,46564
317,34,Prime,738,Employed,65028
318,31,Prime,759,Employed,71858
319,62,Prime,739,Self-Employed,51705
320,58,Prime,688,Unemployed,8000
321,24,Near-Prime,759,Employed,42865
322,73,Near-Prime,685,Unemployed,15651
323,53,Near-Prime,751,Employed,36184
324,27,Prime,739,Employed,61868
325,61,Subprime,527,Employed,32174
326,28,Near-Prime,693,Employed,41531
327,57,Near-Prime,669,Self-Employed,40055
328,71,Near-Prime,621,Self-Employed,32612
329,30,Prime,808,Employed,32183
330,63,Prime,725,Employed,43881
331,35,Prime,676,Employed,51096
332,58,Near-Prime,746,Employed,48779
333,35,Prime,729,Employed,53968
334,25,Prime,725,Employed,49809
335,49,Prime,679,Employed,46090
336,39,Prime,819,Employed,61568
337,74,Subprime,502,Employed,36150
338,71,Near-Prime,682,Self-Employed,48507
339,30,Prime,786,Employed,61061
340,32,Prime,766,Employed,40243
341,74,Prime,747,Employed,51483
342,24,Prime,681,Employed,74473
343,51,Prime,717,Self-Employed,66219
344,38,Prime,757,Employed,39624
345,36,Prime,718,Employed,54444
346,60,Near-Prime,690,Self-Employed,42904
347,56,Near-Prime,714,Employed,33902
348,45,Prime,788,Employed,31907
349,43,Prime,700,Employed,55988
350,32,Near-Prime,789,Employed,33697
351,54,Near-Prime,718,Employed,33729
352,56,Subprime,579,Employed,25871
353,57,Near-Prime,734,Self-Employed,38930
354,23,Prime,844,Employed,54909
355,29,Prime,692,Employed,46160
356,73,Near-Prime,668,Employed,38238
357,38,Prime,654,Employed,37425
358,63,Near-Prime,689,Employed,42488
359,55,Subprime,601,Employed,10862
360,54,Near-Prime,678,Employed,37684
361,61,Prime,723,Employed,64191
362,34,Near-Prime,577,Employed,31525
363,24,Prime,764,Employed,62164
364,49,Near-Prime,752,Self-Employed,49245
365,61,Subprime,544,Unemployed,8000
366,65,Prime,767,Employed,53486
367,70,Subprime,485,Unemployed,8000
368,35,Subprime,607,Employed,27290
369,48,Prime,734,Self-Employed,54928
370,62,Prime,719,Employed,30174
371,36,Prime,719,Employed,74248
372,32,Prime,734,Employed,57860
373,72,Prime,765,Employed,46509
374,25,Near-Prime,614,Employed,51723
375,54,Prime,734,Employed,37043
376,62,Prime,748,Employed,42708
377,21,Subprime,514,Employed,14203
378,59,Prime,821,Employed,73010
379,52,Subprime,528,Self-Employed,29994
380,46,Prime,723,Employed,61594
381,37,Prime,710,Employed,58010
382,68,Near-Prime,769,Unemployed,11721
383,47,Near-Prime,707,Self-Employed,40624
384,44,Subprime,523,Unemployed,10812
385,55,Near-Prime,735,Employed,40860
386,66,Subprime,592,Employed,24348
387,62,Prime,760,Employed,54533
388,74,Prime,736,Employed,57735
389,59,Near-Prime,642,Employed,40884
390,46,Subprime,600,Employed,19133
391,69,Subprime,547,Self-Employed,19930
392,58,Prime,822,Employed,65828
393,43,Prime,699,Employed,51930
394,42,Near-Prime,756,Self-Employed,44677
395,24,Prime,745,Employed,44078
396,69,Subprime,597,Unemployed,8000
397,29,Subprime,629,Employed,22938
398,24,Prime,724,Employed,52774
399,27,Near-Prime,723,Employed,34678
400,43,Near-Prime,544,Self-Employed,50351
401,22,Prime,721,Employed,56795
402,69,Subprime,524,Unemployed,15546
403,44,Near-Prime,617,Employed,43235
404,60,Subprime,567,Employed,13524
405,51,Prime,765,Employed,65560
406,67,Subprime,622,Employed,18942
407,51,Prime,759,Employed,57305
408,67,Prime,723,Employed,47253
409,60,Subprime,602,Employed,40856
410,68,Prime,754,Employed,69395
411,71,Prime,787,Unemployed,8000
412,63,Subprime,626,Employed,27235
413,54,Subprime,581,Unemployed,10733
414,44,Near-Prime,635,Employed,46907
415,69,Near-Prime,647,Self-Employed,40233
416,46,Prime,728,Employed,44751
417,36,Prime,737,Employed,47824
418,67,Prime,760,Employed,54955
419,33,Near-Prime,715,Employed,49875
420,35,Near-Prime,677,Employed,43422
421,47,Near-Prime,680,Employed,33812
422,24,Near-Prime,687,Employed,45186
423,36,Prime,729,Unemployed,8839
424,50,Prime,712,Employed,63904
425,64,Prime,679,Employed,80270
426,50,Near-Prime,645,Employed,37129
427,56,Prime,768,Self-Employed,63016
428,23,Subprime,537,Employed,23527
429,42,Prime,740,Employed,53877
430,69,Prime,768,Employed,55295
431,42,Prime,770,Employed,53063
432,70,Near-Prime,626,Employed,59704
433,70,Near-Prime,729,Employed,37547
434,69,Prime,795,Employed,60868
435,32,Prime,704,Employed,35699
436,41,Near-Prime,638,Employed,43455
437,24,Prime,797,Employed,66420
438,51,Subprime,571,Employed,24834
439,64,Near-Prime,569,Unemployed,8000
440,51,Prime,694,Self-Employed,54613
441,43,Prime,740,Employed,55171
442,74,Subprime,510,Employed,32344
443,73,Prime,733,Employed,75109
444,40,Prime,751,Employed,51199
445,35,Subprime,667,Employed,22862
446,43,Subprime,562,Employed,20998
447,48,Subprime,644,Unemployed,10594
448,36,Near-Prime,751,Self-Employed,43834
449,57,Prime,807,Employed,49543
450,41,Prime,761,Employed,62786
451,35,Near-Prime,581,Unemployed,11396
452,37,Near-Prime,703,Unemployed,10129
453,70,Prime,791,Unemployed,8000
454,57,Subprime,575,Employed,25108
455,33,Prime,819,Employed,30702
456,39,Prime,784,Employed,57357
457,50,Prime,772,Employed,55263
458,65,Prime,793,Employed,56884
459,38,Prime,763,Employed,60043
460,34,Prime,650,Self-Employed,58858
461,56,Prime,730,Self-Employed,53896
462,56,Near-Prime,739,Employed,40389
463,40,Near-Prime,639,Self-Employed,28765
464,72,Near-Prime,668,Employed,35330
465,39,Subprime,517,Unemployed,10151
466,65,Prime,821,Employed,47641
467,64,Prime,817,Employed,63601
468,27,Subprime,526,Employed,24048
469,64,Prime,755,Employed,57163
470,73,Subprime,539,Employed,28699
471,24,Prime,774,Employed,62462
472,54,Subprime,610,Unemployed,12702
473,22,Prime,782,Employed,61940
474,25,Subprime,599,Employed,15363
475,30,Near-Prime,826,Employed,49553
476,52,Subprime,518,Employed,37163
477,62,Prime,681,Employed,50178
478,61,Near-Prime,660,Self-Employed,41893
479,33,Subprime,485,Employed,22655
480,59,Near-Prime,605,Employed,24412
481,25,Near-Prime,629,Employed,34090
482,30,Near-Prime,633,Employed,35678
483,30,Prime,711,Employed,51451
484,58,Near-Prime,705,Self-Employed,32328
485,47,Near-Prime,654,Employed,34132
486,71,Subprime,569,Employed,27933
487,41,Prime,785,Self-Employed,47297
488,28,Prime,719,Employed,60435
489,21,Subprime,564,Employed,32089
490,48,Subprime,601,Unemployed,17141
491,69,Prime,672,Employed,66256
492,59,Near-Prime,560,Employed,41944
493,34,Prime,763,Self-Employed,48797
494,41,Prime,769,Self-Employed,57937
495,50,Prime,832,Employed,58265
496,41,Prime,756,Employed,49866
497,69,Near-Prime,720,Self-Employed,46269
498,29,Prime,742,Employed,41019
499,37,Subprime,597,Employed,26533
500,25,Subprime,680,Employed,31335
501,51,Near-Prime,573,Employed,37699
502,72,Near-Prime,700,Self-Employed,38345
503,60,Prime,835,Self-Employed,53622
504,58,Subprime,596,Unemployed,8000
505,63,Near-Prime,762,Self-Employed,49391
506,39,Prime,724,Employed,44819
507,56,Subprime,578,Employed,29908
508,70,Subprime,582,Unemployed,11240
509,53,Subprime,446,Self-Employed,22308
510,33,Near-Prime,621,Employed,40584
511,34,Near-Prime,625,Employed,32722
512,53,Prime,782,Self-Employed,68910
513,49,Subprime,632,Employed,21167
514,63,Subprime,599,Employed,24076
515,69,Prime,782,Employed,42757
516,56,Prime,743,Employed,41423
517,64,Prime,798,Employed,70912
518,30,Subprime,580,Unemployed,11628
519,51,Subprime,583,Employed,28841
520,26,Prime,739,Employed,48434
521,21,Near-Prime,714,Employed,47260
522,27,Prime,733,Employed,46757
523,47,Subprime,638,Unemployed,12380
524,41,Subprime,512,Unemployed,8000
525,48,Subprime,514,Unemployed,8066
526,36,Prime,777,Employed,62582
527,66,Prime,746,Employed,63638
528,43,Prime,731,Employed,60974
529,72,Prime,785,Employed,44503
530,40,Subprime,543,Unemployed,8659
531,58,Subprime,567,Self-Employed,28941
532,74,Subprime,663,Unemployed,8000
533,45,Subprime,672,Employed,36225
534,48,Near-Prime,758,Employed,20784
535,25,Near-Prime,665,Employed,33770
536,41,Subprime,653,Employed,24942
537,38,Subprime,523,Employed,10936
538,67,Prime,713,Employed,41037
539,26,Prime,655,Employed,61252
540,49,Prime,816,Employed,55302
541,39,Subprime,528,Employed,37438
542,53,Near-Prime,673,Employed,52361
543,21,Prime,713,Employed,59330
544,65,Near-Prime,714,Employed,42505
545,23,Near-Prime,661,Employed,40527
546,62,Prime,697,Employed,28449
547,41,Prime,767,Employed,41054
548,55,Near-Prime,608,Employed,40805
549,61,Near-Prime,638,Employed,44928
550,60,Near-Prime,574,Employed,42317
551,23,Near-Prime,608,Employed,32860
552,45,Subprime,590,Unemployed,12812
553,65,Near-Prime,581,Employed,51859
554,58,Near-Prime,605,Employed,47503
555,65,Subprime,579,Unemployed,12968
556,40,Prime,728,Employed,49407
557,72,Prime,829,Employed,65759
558,64,Prime,823,Employed,56457
559,65,Near-Prime,636,Employed,44092
560,54,Near-Prime,707,Self-Employed,42923
561,41,Near-Prime,717,Employed,39028
562,68,Prime,726,Employed,46399
563,43,Prime,690,Employed,54178
564,26,Prime,749,Employed,64867
565,71,Prime,743,Employed,50585
566,73,Near-Prime,658,Employed,47146
567,33,Prime,767,Employed,62370
568,69,Prime,719,Employed,52010
569,43,Subprime,510,Employed,36332
570,29,Prime,754,Unemployed,8933
571,37,Near-Prime,699,Employed,52076
572,22,Near-Prime,621,Employed,43473
573,39,Prime,787,Employed,54841
574,39,Near-Prime,591,Employed,32897
575,27,Subprime,545,Self-Employed,27470
576,74,Subprime,564,Employed,26777
577,62,Prime,724,Employed,42417
578,62,Subprime,546,Unemployed,9347
579,40,Prime,824,Employed,46961
580,29,Prime,715,Employed,60859
581,37,Prime,847,Employed,68062
582,47,Subprime,606,Unemployed,8000
583,67,Prime,753,Employed,72123
584,22,Prime,769,Employed,53714
585,56,Near-Prime,806,Employed,32199
586,39,Prime,710,Employed,62577
587,37,Prime,705,Employed,50535
588,25,Prime,719,Employed,54182
589,59,Prime,751,Employed,50957
590,38,Prime,680,Employed,46832
591,73,Prime,750,Employed,62239
592,74,Near-Prime,764,Employed,37709
593,27,Prime,756,Employed,40633
594,37,Prime,738,Employed,60510
595,59,Subprime,542,Employed,20766
596,56,Prime,785,Employed,43467
597,60,Near-Prime,638,Self-Employed,49540
598,65,Prime,823,Employed,43036
599,24,Prime,827,Employed,31835
600,58,Prime,760,Self-Employed,61228
601,45,Prime,749,Employed,51961
602,25,Prime,791,Employed,52823
603,50,Prime,793,Employed,51854
604,32,Prime,717,Employed,57316
605,24,Prime,728,Employed,47472
606,44,Prime,697,Employed,69761
607,49,Prime,766,Employed,40237
608,29,Prime,776,Self-Employed,59448
609,24,Near-Prime,612,Employed,45136
610,71,Near-Prime,657,Employed,33922
611,44,Prime,696,Self-Employed,44762
612,34,Near-Prime,635,Unemployed,13051
613,25,Near-Prime,707,Employed,32073
614,38,Prime,720,Employed,48933
615,62,Subprime,561,Employed,33323
616,39,Subprime,482,Unemployed,10104
617,32,Prime,757,Employed,37028
618,38,Prime,748,Employed,72470
619,37,Subprime,536,Employed,24819
620,50,Near-Prime,670,Employed,36777
621,44,Prime,757,Employed,57557
622,31,Prime,717,Employed,61250
623,55,Prime,690,Employed,74611
624,43,Prime,822,Employed,38399
625,37,Near-Prime,648,Employed,46607
626,21,Prime,746,Employed,62430
627,35,Prime,790,Employed,53628
628,52,Near-Prime,850,Self-Employed,46298
629,29,Prime,700,Employed,64342
630,35,Prime,767,Employed,41180
631,48,Near-Prime,644,Employed,53998
632,44,Subprime,547,Employed,18647
633,55,Near-Prime,643,Employed,30917
634,42,Near-Prime,623,Employed,37905
635,47,Prime,748,Employed,74249
636,39,Prime,691,Employed,51917
637,65,Near-Prime,727,Employed,39744
638,32,Prime,752,Employed,69320
639,40,Prime,766,Employed,51996
640,21,Prime,731,Employed,43215
641,41,Prime,735,Employed,50827
642,69,Prime,761,Employed,68707
643,65,Prime,703,Employed,55708
644,21,Prime,735,Self-Employed,74306
645,30,Prime,715,Self-Employed,62379
646,67,Subprime,526,Employed,24131
647,52,Near-Prime,574,Employed,40408
648,59,Near-Prime,746,Employed,33174
649,42,Near-Prime,645,Unemployed,8000
650,38,Prime,796,Employed,99790
651,68,Prime,792,Employed,65186
652,66,Near-Prime,615,Employed,46888
653,52,Near-Prime,625,Employed,35014
654,47,Near-Prime,808,Employed,52556
655,48,Prime,820,Employed,65994
656,38,Prime,748,Employed,73816
657,59,Prime,760,Employed,73331
658,69,Prime,724,Self-Employed,40209
659,49,Near-Prime,701,Self-Employed,31121
660,38,Near-Prime,644,Self-Employed,31969
661,64,Prime,668,Employed,45560
662,28,Subprime,500,Unemployed,10970
663,74,Near-Prime,681,Employed,35465
664,51,Prime,704,Employed,75725
665,54,Prime,747,Employed,74046
666,27,Prime,707,Employed,54935
667,56,Prime,718,Employed,74553
668,38,Prime,784,Unemployed,14464
669,58,Prime,759,Employed,50492
670,29,Prime,749,Employed,34907
671,29,Prime,785,Employed,52820
672,66,Subprime,608,Employed,24132
673,28,Prime,807,Employed,57065
674,71,Near-Prime,657,Employed,40713
675,55,Prime,732,Employed,55630
676,38,Subprime,501,Employed,31142
677,25,Prime,732,Employed,42874
678,34,Prime,788,Employed,59113
679,48,Subprime,657,Unemployed,8681
680,50,Subprime,637,Unemployed,10599
681,24,Subprime,472,Self-Employed,33744
682,59,Prime,793,Employed,42756
683,40,Prime,676,Employed,52187
684,45,Near-Prime,724,Self-Employed,39051
685,48,Subprime,557,Unemployed,8457
686,32,Near-Prime,715,Employed,47198
687,22,Near-Prime,613,Employed,34236
688,63,Prime,796,Employed,49445
689,34,Near-Prime,606,Employed,34320
690,42,Prime,723,Employed,65920
691,51,Prime,710,Employed,50075
692,43,Prime,679,Employed,59600
693,68,Near-Prime,684,Unemployed,15927
694,40,Prime,822,Employed,54251
695,58,Prime,850,Employed,66120
696,24,Near-Prime,684,Employed,53370
697,35,Prime,794,Employed,65271
698,44,Near-Prime,691,Employed,39865
699,45,Prime,769,Employed,61421
700,21,Prime,736,Employed,42126
701,27,Near-Prime,689,Employed,33759
702,51,Prime,771,Employed,48953
703,32,Prime,726,Employed,77406
704,62,Prime,746,Employed,46874
705,25,Prime,747,Unemployed,8000
706,64,Subprime,629,Employed,21736
707,70,Prime,707,Employed,60598
708,62,Subprime,576,Employed,28855
709,58,Prime,826,Employed,65867
710,32,Near-Prime,738,Self-Employed,45370
711,59,Near-Prime,747,Employed,28956
712,38,Near-Prime,681,Self-Employed,33541
713,22,Prime,762,Self-Employed,68653
714,30,Prime,790,Employed,52967
715,35,Prime,812,Employed,66875
716,50,Subprime,462,Employed,27101
717,64,Subprime,501,Unemployed,8000
718,37,Subprime,658,Self-Employed,26180
719,24,Prime,738,Employed,45319
720,27,Near-Prime,646,Employed,35475
721,61,Subprime,504,Self-Employed,29205
722,51,Prime,727,Employed,60116
723,71,Prime,693,Employed,39098
724,59,Near-Prime,784,Employed,39861
725,54,Near-Prime,678,Employed,35307
726,26,Subprime,576,Employed,24109
727,70,Prime,773,Employed,56326
728,58,Near-Prime,728,Employed,35596
729,65,Prime,787,Employed,68821
730,71,Prime,792,Employed,66880
731,54,Prime,724,Employed,66818
732,64,Subprime,562,Employed,25030
733,35,Near-Prime,718,Employed,32300
734,34,Near-Prime,653,Employed,40656
735,26,Prime,749,Unemployed,9548
736,70,Subprime,603,Employed,24347
737,57,Prime,781,Self-Employed,43242
738,70,Subprime,473,Unemployed,9875
739,52,Prime,778,Employed,50959
740,23,Prime,740,Employed,61883
741,23,Prime,778,Employed,61651
742,42,Prime,781,Employed,66007
743,42,Near-Prime,760,Employed,29925
744,30,Near-Prime,747,Self-Employed,43208
745,71,Prime,803,Employed,47725
746,23,Subprime,666,Unemployed,8000
