account_id,customer_id,credit_limit,balance,utilisation_rate
77,77,5568,3377,0.6065014367816092
78,78,8421,4815,0.5717848236551478
79,79,10650,7594,0.7130516431924883
80,80,8469,4494,0.53064116188452
81,81,3115,2751,0.8831460674157303
82,82,3976,2173,0.5465291750503019
83,83,11048,3296,0.2983345401882694
84,84,7657,4720,0.6164294109964739
85,85,6825,2914,0.426959706959707
86,86,9426,5868,0.622533418204965
87,87,4849,2832,0.5840379459682409
88,88,5211,2710,0.5200537324889657
89,89,3758,3589,0.9550292708887707
90,90,8347,3660,0.43848089133820534
91,91,13623,3666,0.26910372164721424
92,92,5887,5966,1.0134193986750468
93,93,6926,3633,0.5245451920300318
94,94,3087,2579,0.8354389374797538
95,95,4709,3853,0.8182204289658102
96,96,6826,1782,0.2610606504541459
97,97,4568,2053,0.449430823117338
98,98,9831,3979,0.4047401078221951
99,99,11071,3544,0.3201156173787372
100,100,9689,6869,0.7089482918773867
101,101,8546,3589,0.41996255558155865
102,102,5053,4183,0.8278250544231149
103,103,11227,5917,0.5270330453371337
104,104,9106,6399,0.7027234790248188
105,105,3635,3126,0.8599724896836314
106,106,10878,6913,0.6355028497885641
107,107,9686,3159,0.3261408218046665
108,108,7133,7099,0.9952334221225291
109,109,6670,1713,0.2568215892053973
110,110,8023,4550,0.5671195313473762
111,111,9790,2342,0.23922369765066395
112,112,11424,4599,0.4025735294117647
113,113,2681,2341,0.8731816486385677
114,114,1466,1067,0.727830832196453
115,115,5252,3222,0.6134805788271135
116,116,4510,2269,0.5031042128603104
117,117,1916,1155,0.6028183716075156
118,118,6646,3487,0.5246764971411375
119,119,3655,3133,0.8571819425444597
120,120,5826,2982,0.5118434603501545
121,121,4094,4835,1.1809965803615046
122,122,2271,1237,0.5446939674152356
123,123,8350,3304,0.395688622754491
124,124,11390,4261,0.37410008779631254
125,125,6614,3586,0.5421832476564863
126,126,11953,5465,0.45720739563289553
127,127,2432,2001,0.8227796052631579
128,128,4349,1691,0.38882501724534374
129,129,8254,4785,0.579718924157984
130,130,4282,2596,0.6062587575899112
131,131,8006,3741,0.46727454409193103
132,132,10089,3407,0.3376945187828328
133,133,8986,2822,0.31404406855107947
134,134,11236,7583,0.6748843004627981
135,135,4935,2007,0.4066869300911854
136,136,6633,1935,0.29172320217096337
137,137,4115,3893,0.9460510328068044
138,138,4042,3145,0.7780801583374567
139,139,7201,2888,0.40105540897097625
140,140,4604,5348,1.1615986099044309
141,141,4060,3904,0.961576354679803
142,142,7909,3835,0.48489063092679224
143,143,8977,4343,0.48379191266570126
144,144,11808,6137,0.5197323848238482
145,145,12816,6739,0.52582709113608
146,146,9518,7418,0.7793654129018701
147,147,2011,1228,0.6106414719045251
148,148,6445,3977,0.6170674941815361
149,149,10869,2874,0.26442174993099643
150,150,9449,4178,0.4421631918721558
151,151,4226,5071,1.1999526739233317
152,152,9714,5805,0.5975911056207536
153,153,6530,2405,0.3683001531393568
154,154,7227,3284,0.45440708454407086
155,155,3178,1671,0.5258023914411579
156,156,11130,3390,0.3045822102425876
157,157,4851,3298,0.6798598227169655
158,158,6683,3683,0.5510998054765823
159,159,9607,2817,0.2932236910586031
160,160,8379,6267,0.7479412817758683
161,161,8916,3902,0.4376401973979363
162,162,3367,1132,0.3362043362043362
163,163,6970,1637,0.23486370157819225
164,164,9207,4934,0.5358966004127295
165,165,10424,2207,0.21172294704528014
166,166,2712,1038,0.3827433628318584
167,167,6836,4233,0.6192217671152721
168,168,7094,3088,0.43529743445164926
169,169,13006,5334,0.4101184068891281
170,170,5509,3373,0.6122708295516428
171,171,5006,2114,0.42229324810227725
172,172,8683,4442,0.5115743406656685
173,173,5524,3446,0.6238233164373642
174,174,12135,4082,0.33638236505974456
175,175,4478,2366,0.5283608753907995
176,176,11361,3020,0.2658216706275856
177,177,6183,3516,0.5686559922367783
178,178,11414,4726,0.41405291746977396
179,179,5082,3770,0.7418339236521054
180,180,9169,4201,0.4581742829098048
181,181,8369,3667,0.4381646552754212
182,182,9132,4425,0.48455978975032854
183,183,3405,3697,1.08575624082232
184,184,1843,1839,0.9978296256104178
185,185,12104,7179,0.5931097157964309
186,186,6368,3059,0.4803706030150754
187,187,2336,1688,0.7226027397260274
188,188,2898,2262,0.7805383022774327
189,189,2508,1967,0.7842902711323764
190,190,10540,3670,0.34819734345351044
191,191,7762,4204,0.5416129863437258
192,192,3045,1869,0.6137931034482759
193,193,3988,3869,0.970160481444333
194,194,5225,3368,0.6445933014354067
195,195,10093,2445,0.24224710195184782
196,196,9190,3537,0.3848748639825898
197,197,5873,6380,1.0863272603439469
198,198,1927,1735,0.9003632589517384
199,199,2680,3216,1.2
200,200,6903,2493,0.36114732724902215
201,201,4976,3981,0.800040192926045
202,202,11410,796,0.06976336546888694
203,203,13692,6160,0.4498977505112474
204,204,4156,4188,1.0076997112608277
205,205,8239,6736,0.8175749484160699
206,206,10441,3446,0.33004501484532134
207,207,7931,4805,0.6058504602193923
208,208,6300,3422,0.5431746031746032
209,209,13026,5541,0.42538000921234453
210,210,7952,3061,0.3849346076458752
211,211,4441,1877,0.42265255573069127
212,212,4298,4143,0.963936714751047
213,213,5673,3741,0.659439450026441
214,214,6993,4287,0.6130416130416131
215,215,8511,7310,0.8588884972388674
216,216,9432,2874,0.30470737913486007
217,217,10943,6920,0.6323677236589601
218,218,5552,4167,0.7505403458213257
219,219,4289,1894,0.4415947773373747
220,220,2190,2107,0.9621004566210045
221,221,4638,2065,0.44523501509271235
222,222,6521,6333,0.9711700659408066
223,223,10039,5742,0.571969319653352
224,224,10206,4483,0.4392514207329022
225,225,6022,3852,0.6396545998007307
226,226,8999,1914,0.21269029892210245
227,227,2473,1638,0.6623534169025476
228,228,9802,4039,0.4120587635176495
229,229,3979,4774,1.1997989444584067
230,230,4241,1848,0.43574628625324213
231,231,7452,2299,0.3085077831454643
232,232,9508,3433,0.3610643668489693
233,233,7252,6028,0.8312189740761169
234,234,8674,3130,0.3608485127968642
235,235,8366,3565,0.4261295720774564
236,236,5686,4563,0.8024973619416109
237,237,7478,3187,0.42618347151644825
238,238,9504,4567,0.4805345117845118
239,239,4292,3249,0.7569897483690587
240,240,5220,2011,0.38524904214559386
241,241,3719,3006,0.8082817961817693
242,242,3521,3205,0.9102527690996876
243,243,2928,3124,1.0669398907103824
244,244,6434,2130,0.3310537768106932
245,245,9579,478,0.049900824720743295
246,246,2509,2558,1.0195296931048226
247,247,8722,5138,0.5890850722311396
248,248,5264,4737,0.899886018237082
249,249,4151,3806,0.9168874969886774
250,250,2130,1510,0.7089201877934272
251,251,6450,3386,0.5249612403100775
252,252,9303,5376,0.5778781038374717
253,253,2124,1835,0.8639359698681732
254,254,4996,4115,0.8236589271417134
255,255,10064,2168,0.21542130365659778
256,256,6481,4423,0.6824564110476778
257,257,3950,2197,0.5562025316455697
258,258,6394,5281,0.8259305598999062
259,259,5902,1969,0.3336157234835649
260,260,7675,1918,0.24990228013029317
261,261,6774,3545,0.5233244759374077
262,262,5029,4608,0.9162855438456949
263,263,7997,2884,0.36063523821433036
264,264,4468,2381,0.5329006266786034
265,265,2364,1902,0.8045685279187818
266,266,4699,2826,0.6014045541604597
267,267,6303,5972,0.9474853244486753
268,268,2790,2196,0.7870967741935484
269,269,9878,3964,0.40129580886819194
270,270,10287,7864,0.7644599980557986
271,271,1701,1654,0.9723691945914168
272,272,2520,1531,0.6075396825396825
273,273,3579,3271,0.9139424420229114
274,274,3356,3301,0.983611442193087
275,275,6779,3474,0.5124649653341201
276,276,5788,2543,0.43935729094678644
277,277,7897,5269,0.667215398252501
278,278,5518,3189,0.5779267850670533
279,279,4525,4279,0.9456353591160221
280,280,4404,3515,0.7981380563124433
281,281,4235,2921,0.689728453364817
282,282,9059,4655,0.5138536262280605
283,283,10267,6571,0.64001168793221
284,284,10226,2463,0.24085663993741444
285,285,2970,1322,0.44511784511784513
286,286,6719,3012,0.44828099419556483
287,287,6958,3168,0.4553032480597873
288,288,4775,3053,0.6393717277486911
289,289,8159,3291,0.4033582546880745
290,290,7498,4384,0.5846892504667911
291,291,11396,5785,0.5076342576342576
292,292,8414,5217,0.6200380318516758
293,293,3248,2370,0.729679802955665
294,294,7589,6190,0.815654236394782
295,295,9178,6829,0.7440618871213772
296,296,6303,5772,0.9157544026653974
297,297,7209,5583,0.7744486059092801
298,298,10596,7959,0.7511325028312571
299,299,2546,1507,0.5919088766692852
300,300,8694,2826,0.3250517598343685
301,301,11768,4367,0.37109109449354183
302,302,5342,2400,0.44926993635342566
303,303,7708,5197,0.6742345614945511
304,304,5540,3933,0.709927797833935
305,305,6262,4321,0.6900351325455126
306,306,2363,2001,0.8468049090139653
307,307,4351,2944,0.6766260629740289
308,308,10450,7424,0.7104306220095694
309,309,7322,5667,0.773968860966949
310,310,9052,5325,0.5882677861246134
311,311,6544,3132,0.4786063569682152
312,312,9087,1887,0.20765929349620338
313,313,11514,2048,0.17787041862080946
314,314,5242,6290,1.1999236932468524
315,315,3183,2282,0.7169337103361608
316,316,3510,1848,0.5264957264957265
317,317,10680,5199,0.48679775280898874
318,318,8448,4499,0.5325520833333334
319,319,10886,6003,0.5514422193643211
320,320,9562,6847,0.7160635850240535
321,321,4674,4440,0.9499358151476252
322,322,6087,2969,0.48776080170855923
323,323,7962,6717,0.8436322532027128
324,324,8701,3414,0.392368693253649
325,325,2465,2010,0.8154158215010142
326,326,3617,1559,0.4310201824716616
327,327,4841,1507,0.3112993183226606
328,328,5384,3465,0.6435735512630015
329,329,10639,3261,0.306513770091174
330,330,6758,3981,0.5890796093518793
331,331,12107,4937,0.4077806227802098
332,332,3994,2842,0.7115673510265398
333,333,13662,8950,0.6551017420582638
334,334,12451,2828,0.22713035097582523
335,335,9282,3168,0.34130575307045896
336,336,5704,2721,0.4770336605890603
337,337,3444,3196,0.9279907084785134
338,338,5419,4718,0.8706403395460417
339,339,6451,3742,0.5800651061850876
340,340,9582,4451,0.46451680233771653
341,341,7352,3642,0.4953754080522307
342,342,7570,3782,0.49960369881109645
343,343,8592,1972,0.22951582867783984
344,344,7850,3348,0.4264968152866242
345,345,13156,6410,0.4872301611432046
346,346,5196,3853,0.74153194765204
347,347,6661,3098,0.4650953310313767
348,348,9291,2412,0.25960607039070066
349,349,9705,4025,0.41473467284904686
350,350,6643,6931,1.043353906367605
351,351,7322,3559,0.4860693799508331
352,352,3766,4306,1.1433882103027084
353,353,6337,6127,0.9668612908316238
354,354,9116,4164,0.4567792891619131
355,355,8723,3035,0.34793075776682336
356,356,4632,3485,0.7523747841105354
357,357,8878,4254,0.4791619734174364
358,358,6361,3041,0.47806948592988524
359,359,3902,2674,0.6852895950794464
360,360,6270,4644,0.7406698564593301
361,361,8534,5035,0.5899929692992735
362,362,5914,3462,0.5853905985796415
363,363,7892,3469,0.4395590471363406
364,364,6469,5069,0.7835832431596846
365,365,3278,2644,0.8065893837705919
366,366,9361,3792,0.4050849268240573
367,367,4500,2975,0.6611111111111111
368,368,2790,1832,0.6566308243727599
369,369,10193,8667,0.8502894143039341
370,370,9066,3812,0.42047209353628945
371,371,13042,8539,0.6547308694985432
372,372,8567,6019,0.7025796661608498
373,373,10390,4389,0.42242540904716075
374,374,6023,4358,0.7235596878631911
375,375,6223,2896,0.46537040012855535
376,376,7958,1656,0.20809248554913296
377,377,4380,2023,0.46187214611872146
378,378,8134,3719,0.4572166215883944
379,379,1279,951,0.743549648162627
380,380,8937,6557,0.7336913953228152
381,381,6815,2824,0.4143800440205429
382,382,6197,6446,1.0401807326125545
383,383,8326,4618,0.5546480903194811
384,384,4269,5122,1.1998126024830171
385,385,8304,6238,0.751204238921002
386,386,2938,2911,0.9908100748808714
387,387,8713,3252,0.37323539538620454
388,388,6911,3708,0.5365359571697295
389,389,4973,4916,0.9885381057711643
390,390,2573,2093,0.813447337738049
391,391,2193,1677,0.7647058823529411
392,392,11731,4844,0.4129230244650925
393,393,4816,3337,0.6928986710963455
394,394,8055,6613,0.8209807572936064
395,395,11492,7666,0.6670727462582666
396,396,3999,3712,0.9282320580145036
397,397,2385,2050,0.859538784067086
398,398,5835,2996,0.5134532990574122
399,399,5177,4473,0.8640139076685339
400,400,6937,4166,0.6005477872279084
401,401,9006,5901,0.6552298467688208
402,402,2456,2312,0.9413680781758957
403,403,7722,1303,0.16873866873866875
404,404,5184,5551,1.0707947530864197
405,405,8546,2214,0.25906857009127077
406,406,3609,3842,1.0645608201717927
407,407,5982,3500,0.5850885991307255
408,408,8171,4081,0.49944927181495535
409,409,4010,3953,0.985785536159601
410,410,9709,5969,0.6147904006591822
411,411,7984,2999,0.37562625250501
412,412,3225,3380,1.048062015503876
413,413,3052,3481,1.1405635648754915
414,414,5582,5593,1.0019706198495164
415,415,6634,2844,0.4287006331022008
416,416,5064,2589,0.5112559241706162
417,417,8851,2706,0.30572816630889166
418,418,9699,2903,0.29930920713475617
419,419,5144,3712,0.7216174183514774
420,420,5281,3514,0.6654042794925203
421,421,5324,4679,0.8788504883546205
422,422,5281,3067,0.5807612194660102
423,423,9011,3873,0.42980801242925315
424,424,9258,4459,0.48163750270036726
425,425,4798,1538,0.32055022926219257
426,426,6979,3527,0.5053732626450781
427,427,8420,5198,0.6173396674584323
428,428,5432,3871,0.7126288659793815
429,429,6616,4150,0.6272672309552599
430,430,7265,3931,0.5410874053682038
431,431,8594,1872,0.2178263905050035
432,432,6619,5004,0.7560054388880496
433,433,3073,2318,0.7543117474780345
434,434,7341,3769,0.5134177904917586
435,435,10182,4365,0.4286977018267531
436,436,4577,2114,0.4618745903430194
437,437,11740,7653,0.6518739352640545
438,438,3046,2511,0.8243598161523309
439,439,4650,2200,0.4731182795698925
440,440,10220,5300,0.5185909980430529
441,441,12215,4135,0.33851821530904624
442,442,3916,2399,0.6126149131767109
443,443,11520,4535,0.3936631944444444
444,444,12353,4325,0.3501173803934267
445,445,2578,1603,0.621799844840962
446,446,4438,4667,1.051599819738621
447,447,1976,1623,0.8213562753036437
448,448,6637,5976,0.9004068103058611
449,449,8857,2850,0.32177938353844415
450,450,11485,2192,0.19085764040052242
451,451,7758,5273,0.6796854859499871
452,452,6854,6999,1.0211555296177415
453,453,9596,5082,0.5295956648603585
454,454,4008,4809,1.1998502994011977
455,455,9123,4559,0.4997259673353064
456,456,8877,4308,0.4852990875295708
457,457,11885,1505,0.12663020614219606
458,458,12125,6234,0.5141443298969072
459,459,8716,4142,0.4752179899036255
460,460,9475,3684,0.3888126649076517
461,461,9163,3935,0.4294445050747572
462,462,3582,2279,0.6362367392518147
463,463,5495,3374,0.6140127388535032
464,464,8399,8969,1.067865222050244
465,465,2750,2082,0.757090909090909
466,466,13229,6289,0.4753949656058659
467,467,11344,4417,0.3893688293370945
468,468,3901,4079,1.0456293258138938
469,469,10121,4822,0.476435134868096
470,470,2582,2014,0.78001549186677
471,471,8469,1364,0.16105797614830558
472,472,4941,4500,0.9107468123861566
473,473,7770,3135,0.4034749034749035
474,474,4561,3807,0.834685376014032
475,475,3934,1626,0.41331977630910016
476,476,2301,2761,1.1999130812690135
477,477,12802,7406,0.5785033588501797
478,478,5982,5599,0.9359745904379806
479,479,2961,3365,1.1364403917595407
480,480,8044,6181,0.7683988065638986
481,481,7868,3316,0.42145399084900864
482,482,7381,7518,1.018561170573093
483,483,7860,2443,0.3108142493638677
484,484,5569,3320,0.5961572993356078
485,485,6467,5117,0.7912478738209371
486,486,4194,4358,1.039103481163567
487,487,7983,4277,0.5357634974320431
488,488,9341,3642,0.3898940156300182
489,489,3767,2630,0.698168303689939
490,490,4786,5743,1.1999582114500627
491,491,10508,4666,0.4440426341834793
492,492,3739,2309,0.6175447980743515
493,493,8572,2939,0.3428604759682688
494,494,7142,3476,0.486698403808457
495,495,10136,4862,0.47967640094711916
496,496,10846,4854,0.44753826295408444
497,497,6152,4468,0.7262678803641093
498,498,8463,6047,0.7145220371026823
499,499,3569,2502,0.7010367049593724
500,500,3708,3191,0.8605717367853291
501,501,5039,2622,0.5203413375669775
502,502,4171,2956,0.7087029489331096
503,503,4899,1786,0.364564196774852
504,504,4767,3425,0.7184812250891546
505,505,6744,2414,0.35794780545670224
506,506,9725,4518,0.4645758354755784
507,507,4765,4562,0.9573976915005247
508,508,2244,2692,1.1996434937611409
509,509,1764,1706,0.9671201814058957
510,510,6576,3682,0.5599148418491484
511,511,6439,2434,0.3780090076098773
512,512,5537,1477,0.2667509481668774
513,513,3859,2030,0.5260430163254729
514,514,3099,3718,1.1997418522103904
515,515,7385,3642,0.49316181448882873
516,516,8333,3021,0.3625345013800552
517,517,4116,1259,0.30587949465500486
518,518,2908,1849,0.6358321870701513
519,519,2795,1950,0.6976744186046512
520,520,10114,6548,0.6474194186276448
521,521,5762,3710,0.6438736549809094
522,522,10277,2393,0.2328500535175635
523,523,1000,1200,1.2
524,524,2660,1502,0.5646616541353383
525,525,4055,2847,0.7020961775585697
526,526,8382,5419,0.6465044142209496
527,527,10690,5476,0.5122544434050514
528,528,5390,2045,0.37940630797773656
529,529,10462,2775,0.26524565092716496
530,530,2860,1739,0.608041958041958
531,531,2763,1722,0.6232356134636265
532,532,4491,3825,0.8517034068136272
533,533,4661,4184,0.897661446041622
534,534,7552,4684,0.6202330508474576
535,535,9057,5816,0.6421552390416253
536,536,4766,2799,0.5872849349559379
537,537,2704,2496,0.9230769230769231
538,538,9283,5960,0.6420338252720026
539,539,8279,3523,0.4255344848411644
540,540,13058,5519,0.4226527799050391
541,541,4604,4008,0.8705473501303215
542,542,5716,4993,0.8735129461161651
543,543,10755,3396,0.31576011157601114
544,544,4151,3902,0.9400144543483498
545,545,6375,4680,0.7341176470588235
546,546,7124,3236,0.4542391914654688
547,547,5622,3553,0.6319815012451085
548,548,7176,2967,0.41346153846153844
549,549,7362,5553,0.7542787286063569
550,550,6685,4920,0.7359760658189978
551,551,5725,2650,0.462882096069869
552,552,2233,2155,0.9650694133452754
553,553,4257,3008,0.7066008926474042
554,554,4546,2792,0.6141663000439948
555,555,3266,3480,1.065523576240049
556,556,11152,4061,0.3641499282639885
557,557,11120,5454,0.49046762589928056
558,558,5702,2453,0.4301999298491757
559,559,4960,2614,0.527016129032258
560,560,4919,3692,0.7505590567188453
561,561,2202,1339,0.6080835603996367
562,562,10132,2320,0.2289774970390841
563,563,8507,1529,0.17973433642882333
564,564,8773,4986,0.5683346631710932
565,565,11691,3120,0.26687195278419296
566,566,6132,4328,0.7058056099151989
567,567,8138,3729,0.4582206930449742
568,568,10144,4004,0.3947160883280757
569,569,4558,5469,1.1998683633172444
570,570,9592,4574,0.4768557130942452
571,571,7033,5634,0.801080619934594
572,572,5781,4086,0.7067981318111053
573,573,8836,3669,0.4152331371661385
574,574,6169,3986,0.6461338952828659
575,575,2746,3295,1.1999271667880553
576,576,2931,3288,1.1218014329580348
577,577,11755,8731,0.7427477669076988
578,578,5507,4986,0.9053931360087162
579,579,12184,3880,0.3184504267892318
580,580,6353,2439,0.38391311191563043
581,581,6160,1674,0.27175324675324675
582,582,2309,2405,1.0415764400173235
583,583,9268,3356,0.36210617177384546
584,584,3382,169,0.04997043169722058
585,585,5116,5846,1.1426896012509773
586,586,11814,4305,0.3643981716607415
587,587,10964,3985,0.36346224005837285
588,588,7981,5592,0.7006640771833104
589,589,8133,2185,0.2686585515799828
590,590,10134,6288,0.62048549437537
591,591,10870,3933,0.36182152713891447
592,592,5200,2003,0.38519230769230767
593,593,8531,6021,0.7057789239245106
594,594,7867,4629,0.5884072708783527
595,595,2168,2341,1.0797970479704797
596,596,8560,4324,0.5051401869158878
597,597,5556,4277,0.7697984161267099
598,598,6478,1717,0.265050941648657
599,599,10292,4803,0.4666731441896619
600,600,9966,3096,0.3106562311860325
601,601,10391,2511,0.241651429121355
602,602,7463,3818,0.5115905131984456
603,603,5032,3138,0.6236089030206677
604,604,9934,3899,0.39249043688343066
605,605,7671,3207,0.41806804849432927
606,606,7218,2015,0.27916320310335274
607,607,6485,2925,0.4510408635312259
608,608,8449,4765,0.5639720677003196
609,609,8365,6761,0.8082486551105798
610,610,5241,3978,0.7590154550658271
611,611,6820,2436,0.3571847507331378
612,612,6977,3627,0.5198509387989108
613,613,6259,5064,0.8090749320977791
614,614,4761,2722,0.5717286284394035
615,615,4162,3358,0.8068236424795772
616,616,5628,4184,0.7434257285003554
617,617,3798,2374,0.6250658241179569
618,618,6528,2585,0.39598651960784315
619,619,1000,1036,1.036
620,620,5887,3665,0.6225581790385596
621,621,10980,3215,0.29280510018214934
622,622,9211,6372,0.6917815655194876
623,623,11783,5514,0.4679623185945854
624,624,10661,3660,0.3433073820467123
625,625,8553,3180,0.37179936864258156
626,626,11320,2903,0.2564487632508834
627,627,8194,3228,0.393946790334391
628,628,6100,6313,1.0349180327868852
629,629,7262,2631,0.36229688790966674
630,630,8538,5695,0.6670180370110096
631,631,6092,3800,0.623768877216021
632,632,3415,1894,0.5546120058565154
633,633,8013,4450,0.5553475602146511
634,634,5504,2167,0.3937136627906977
635,635,7135,2294,0.32151366503153467
636,636,7260,2302,0.3170798898071625
637,637,6982,1879,0.2691205958178172
638,638,6193,4192,0.6768932665913128
639,639,8597,4140,0.48156333604745843
640,640,11655,4044,0.346975546975547
641,641,9585,4632,0.48325508607198747
642,642,8850,2873,0.32463276836158195
643,643,8928,446,0.04995519713261649
644,644,6940,6200,0.8933717579250721
645,645,7285,3485,0.4783802333562114
646,646,3304,2321,0.7024818401937046
647,647,6406,1686,0.26319075866375274
648,648,7422,2606,0.35111829695499863
649,649,6138,6020,0.9807754969045291
650,650,11705,7904,0.6752669799231098
651,651,12210,6874,0.562981162981163
652,652,7192,3070,0.4268631813125695
653,653,7837,7460,0.9518948577261708
654,654,4513,3339,0.7398626191003767
655,655,6701,3673,0.5481271452022086
656,656,10035,5187,0.5168908819133035
657,657,6317,1414,0.22384043058413805
658,658,8419,2275,0.2702221166409312
659,659,7156,3921,0.5479318054779206
660,660,8120,6323,0.7786945812807882
661,661,8491,2062,0.24284536568130963
662,662,2850,2297,0.8059649122807018
663,663,6480,3983,0.6146604938271605
664,664,6852,3898,0.5688849970811442
665,665,8653,4769,0.5511383335259448
666,666,8983,2681,0.2984526327507514
667,667,8944,5965,0.6669275491949911
668,668,9177,2528,0.2754712869129345
669,669,7330,4499,0.6137789904502047
670,670,7546,2772,0.3673469387755102
671,671,7505,3561,0.4744836775483011
672,672,1879,1703,0.9063331559340074
673,673,9683,4644,0.47960342868945577
674,674,7341,5761,0.7847704672387958
675,675,10592,5388,0.5086858006042296
676,676,3237,3385,1.0457213469261661
677,677,7377,3833,0.5195879083638335
678,678,10488,2730,0.2602974828375286
679,679,4138,3796,0.9173513774770421
680,680,3717,2635,0.7089050309389292
681,681,5244,3003,0.5726544622425629
682,682,8947,3637,0.40650497373421257
683,683,8486,4051,0.47737449917511193
684,684,5400,3779,0.6998148148148148
685,685,1939,2160,1.11397627643115
686,686,6992,6372,0.9113272311212814
687,687,5841,4189,0.7171717171717171
688,688,10019,5285,0.5274977542668929
689,689,8762,5862,0.6690253366811231
690,690,8218,4643,0.5649793137016306
691,691,4323,2261,0.5230164237797825
692,692,9962,4401,0.4417787592852841
693,693,6250,6752,1.08032
694,694,7535,2773,0.3680159256801593
695,695,9794,6544,0.6681641821523382
696,696,7179,2721,0.37902214793146677
697,697,7106,4064,0.5719110610751478
698,698,5548,5200,0.9372746935832732
699,699,11953,1959,0.16389190998075798
700,700,7556,3557,0.4707517204870302
701,701,6100,4837,0.7929508196721311
702,702,3751,1829,0.48760330578512395
703,703,6036,3058,0.5066269052352551
704,704,9315,4382,0.47042404723564146
705,705,11455,3274,0.28581405499781753
706,706,2137,2564,1.1998128217126813
707,707,9149,3426,0.3744671548803148
708,708,3124,2994,0.9583866837387964
709,709,10906,3849,0.3529249954153677
710,710,4173,813,0.19482386772106397
711,711,6645,3090,0.4650112866817156
712,712,5019,1809,0.36043036461446504
713,713,9446,5797,0.6136989201778531
714,714,9137,3279,0.3588705264309949
715,715,8496,3168,0.3728813559322034
716,716,3977,2322,0.5838571787779734
717,717,3543,3094,0.873271239062941
718,718,3367,2258,0.6706266706266706
719,719,8287,4962,0.5987691565101967
720,720,6116,4344,0.71026814911707
721,721,3722,2631,0.7068780225685115
722,722,7021,4054,0.577410625267056
723,723,8301,3745,0.4511504637995422
724,724,4417,2890,0.6542902422458682
725,725,5940,2123,0.3574074074074074
726,726,2907,2419,0.8321293429652563
727,727,10541,5251,0.49815008063751065
728,728,7009,6425,0.916678556142103
729,729,7154,2412,0.337154039698071
730,730,8995,7121,0.7916620344635908
731,731,10277,5483,0.5335214556777269
732,732,3324,1562,0.46991576413959085
733,733,4907,2360,0.4809455879356022
734,734,4361,4074,0.9341894060995185
735,735,10708,6815,0.6364400448262981
736,736,4402,3761,0.8543843707405725
737,737,8584,4055,0.4723904939422181
738,738,4266,2384,0.5588373183309893
739,739,3069,1989,0.6480938416422287
