customer_id,age,segment,credit_score,employment_status,income,account_id,credit_limit,balance,utilisation_rate,days_past_due,default_flag,high_risk_flag,risk_level
25,23,Prime,807,Employed,57123,25,8878,3202,0.36066681685064206,0,0,0,Low
26,49,Near-Prime,664,Employed,47046,26,7764,4527,0.5830757341576507,90,1,1,Medium
27,26,Prime,740,Employed,56794,27,11925,1912,0.16033542976939202,0,0,0,Low
28,37,Near-Prime,753,Employed,50286,28,5640,4669,0.8278368794326241,0,0,1,Low
29,46,Near-Prime,705,Employed,34706,29,7198,6771,0.940677966101695,90,1,1,High
30,41,Prime,767,Employed,43594,30,9727,7385,0.7592268942119873,0,0,0,Low
31,28,Near-Prime,620,Employed,42465,31,6011,2649,0.44069206454832804,60,0,1,Medium
32,41,Prime,777,Employed,54228,32,9408,4399,0.46758078231292516,0,0,0,Low
33,31,Prime,712,Employed,60428,33,7623,4942,0.6483011937557392,0,0,0,Low
34,58,Subprime,511,Employed,27835,34,3193,2511,0.7864077669902912,0,0,1,Medium
35,28,Subprime,559,Self-Employed,25959,35,2919,2067,0.7081192189105858,0,0,1,Medium
36,62,Subprime,544,Employed,27550,36,4401,1687,0.3833219722790275,0,0,1,Low
37,44,Prime,741,Employed,55288,37,8809,5460,0.6198206379838801,0,0,0,Low
38,55,Prime,692,Employed,51950,38,6404,2863,0.4470643347907558,0,0,0,Low
39,34,Near-Prime,727,Employed,38374,39,4914,2477,0.504070004070004,0,0,0,Low
40,34,Prime,795,Employed,50964,40,2601,1281,0.4925028835063437,0,0,0,Low
41,30,Prime,672,Self-Employed,63566,41,8011,3788,0.47284983148171267,0,0,0,Low
42,32,Prime,789,Employed,56940,42,9075,4312,0.47515151515151516,0,0,0,Low
43,58,Prime,717,Employed,77567,43,8727,3642,0.41732554142316947,0,0,0,Low
44,64,Subprime,631,Employed,28964,44,5480,6576,1.2,0,0,1,Medium
45,66,Prime,747,Employed,49491,45,10149,4363,0.4298945708936841,0,0,0,Low
46,54,Near-Prime,681,Employed,61365,46,6795,6617,0.973804267844003,0,0,1,Medium
47,61,Prime,742,Unemployed,11240,47,5713,3054,0.5345702783126204,0,0,0,Low
48,30,Near-Prime,740,Self-Employed,47920,48,5453,3927,0.7201540436456996,0,0,0,Low
49,37,Near-Prime,618,Employed,44736,49,5270,3306,0.6273244781783681,0,0,0,Low
50,37,Prime,774,Employed,61230,50,7427,4427,0.5960683990844217,0,0,0,Low
51,23,Subprime,646,Employed,31213,51,2700,2371,0.8781481481481481,90,1,1,High
52,51,Near-Prime,715,Employed,31183,52,3287,1523,0.4633404320048677,30,0,1,Medium
53,71,Subprime,719,Employed,30205,53,2224,1353,0.608363309352518,30,0,1,Medium
54,21,Subprime,548,Employed,20050,54,4374,4179,0.9554183813443072,0,0,1,High
55,32,Near-Prime,727,Employed,38605,55,5785,2710,0.46845289541918755,60,0,1,Medium
56,59,Subprime,573,Employed,23646,56,2993,2497,0.8342799866354828,0,0,1,Medium
57,24,Prime,799,Employed,58574,57,8989,5470,0.6085215263099344,0,0,0,Low
58,62,Prime,749,Unemployed,11002,58,11334,5617,0.49558849479442385,0,0,0,Low
59,33,Prime,734,Employed,59811,59,9008,3077,0.34158525754884544,0,0,0,Low
60,54,Prime,802,Unemployed,10861,60,10080,6667,0.6614087301587301,0,0,0,Low
61,62,Prime,730,Employed,48931,61,7306,3888,0.532165343553244,0,0,0,Low
62,41,Prime,693,Employed,52389,62,7762,4677,0.6025508889461479,0,0,0,Low
63,42,Subprime,548,Employed,33522,63,3853,1090,0.2828964443290942,0,0,1,Low
64,24,Prime,774,Employed,65678,64,12785,6387,0.49956980836918263,0,0,0,Low
65,38,Prime,805,Employed,43532,65,11859,6834,0.576271186440678,0,0,0,Low
66,25,Near-Prime,685,Unemployed,8000,66,6874,6805,0.9899621763165551,0,0,1,Medium
67,39,Prime,802,Unemployed,8000,67,9302,2143,0.23038056331971618,0,0,0,Low
68,22,Subprime,498,Employed,34271,68,4901,5643,1.151397673944093,0,0,1,High
69,32,Prime,732,Employed,67148,69,10589,7376,0.6965719142506375,0,0,0,Low
70,37,Subprime,562,Employed,22451,70,1206,416,0.3449419568822554,0,0,1,Low
71,30,Near-Prime,674,Employed,42458,71,4419,3295,0.7456438108169269,0,0,0,Low
72,54,Prime,753,Employed,73344,72,9676,5250,0.5425795783381563,0,0,0,Low
73,26,Prime,777,Employed,59153,73,5426,2175,0.40084776999631405,0,0,0,Low
74,28,Subprime,553,Employed,36529,74,2602,1892,0.7271329746348962,0,0,1,Medium
75,71,Near-Prime,686,Employed,47989,75,4950,3878,0.7834343434343435,0,0,0,Low
76,31,Near-Prime,677,Employed,32718,76,5615,2959,0.5269813000890472,90,1,1,Medium
77,32,Near-Prime,633,Employed,38480,77,5568,3377,0.6065014367816092,0,0,0,Low
78,29,Prime,745,Employed,55347,78,8421,4815,0.5717848236551478,0,0,0,Low
79,22,Prime,744,Unemployed,10312,79,10650,7594,0.7130516431924883,0,0,0,Low
80,28,Prime,743,Employed,64163,80,8469,4494,0.53064116188452,0,0,0,Low
81,31,Subprime,581,Unemployed,11226,81,3115,2751,0.8831460674157303,0,0,1,High
82,73,Near-Prime,683,Self-Employed,16510,82,3976,2173,0.5465291750503019,0,0,0,Low
83,56,Prime,732,Unemployed,8000,83,11048,3296,0.2983345401882694,0,0,0,Low
84,30,Prime,800,Employed,33126,84,7657,4720,0.6164294109964739,0,0,0,Low
85,41,Prime,703,Employed,56753,85,6825,2914,0.426959706959707,0,0,0,Low
86,40,Prime,721,Self-Employed,57404,86,9426,5868,0.622533418204965,0,0,0,Low
87,68,Near-Prime,818,Employed,42265,87,4849,2832,0.5840379459682409,0,0,0,Low
88,28,Near-Prime,628,Employed,32328,88,5211,2710,0.5200537324889657,0,0,0,Low
89,56,Subprime,498,Unemployed,12022,89,3758,3589,0.9550292708887707,0,0,1,High
90,49,Prime,779,Employed,62162,90,8347,3660,0.43848089133820534,0,0,0,Low
91,62,Prime,666,Unemployed,8000,91,13623,3666,0.26910372164721424,0,0,0,Low
92,32,Near-Prime,668,Self-Employed,28271,92,5887,5966,1.0134193986750468,0,0,1,Medium
93,34,Near-Prime,787,Self-Employed,39998,93,6926,3633,0.5245451920300318,30,0,1,Medium
94,68,Near-Prime,602,Employed,54334,94,3087,2579,0.8354389374797538,30,0,1,High
95,74,Near-Prime,580,Self-Employed,53597,95,4709,3853,0.8182204289658102,0,0,1,Medium
96,70,Prime,690,Employed,60634,96,6826,1782,0.2610606504541459,0,0,0,Low
97,41,Near-Prime,724,Unemployed,8000,97,4568,2053,0.449430823117338,0,0,0,Low
98,42,Prime,794,Employed,63868,98,9831,3979,0.4047401078221951,0,0,0,Low
99,41,Prime,729,Employed,50475,99,11071,3544,0.3201156173787372,0,0,0,Low
100,64,Prime,777,Employed,47324,100,9689,6869,0.7089482918773867,0,0,0,Low
101,70,Prime,805,Employed,33560,101,8546,3589,0.41996255558155865,0,0,0,Low
102,50,Near-Prime,769,Employed,40819,102,5053,4183,0.8278250544231149,0,0,1,Low
103,59,Prime,740,Self-Employed,48701,103,11227,5917,0.5270330453371337,0,0,0,Low
104,40,Near-Prime,564,Employed,40771,104,9106,6399,0.7027234790248188,0,0,1,Medium
105,44,Subprime,530,Employed,14203,105,3635,3126,0.8599724896836314,90,1,1,High
106,43,Prime,732,Employed,56698,106,10878,6913,0.6355028497885641,0,0,0,Low
107,27,Prime,739,Employed,30688,107,9686,3159,0.3261408218046665,0,0,0,Low
108,29,Near-Prime,670,Self-Employed,48703,108,7133,7099,0.9952334221225291,0,0,1,Medium
109,21,Prime,794,Employed,60218,109,6670,1713,0.2568215892053973,0,0,0,Low
110,46,Prime,800,Employed,52213,110,8023,4550,0.5671195313473762,0,0,0,Low
111,58,Prime,743,Employed,60627,111,9790,2342,0.23922369765066395,0,0,0,Low
112,58,Prime,793,Employed,45219,112,11424,4599,0.4025735294117647,0,0,0,Low
113,74,Subprime,601,Employed,28434,113,2681,2341,0.8731816486385677,0,0,1,Medium
114,64,Subprime,583,Unemployed,12384,114,1466,1067,0.727830832196453,0,0,1,Medium
115,42,Near-Prime,725,Employed,15245,115,5252,3222,0.6134805788271135,0,0,0,Low
116,64,Subprime,584,Self-Employed,25316,116,4510,2269,0.5031042128603104,0,0,1,Low
117,30,Subprime,703,Employed,27864,117,1916,1155,0.6028183716075156,0,0,0,Low
118,26,Prime,692,Employed,53037,118,6646,3487,0.5246764971411375,90,1,1,Medium
119,37,Subprime,549,Unemployed,14371,119,3655,3133,0.8571819425444597,0,0,1,High
120,71,Near-Prime,673,Employed,31008,120,5826,2982,0.5118434603501545,30,0,1,Medium
121,70,Subprime,606,Unemployed,8136,121,4094,4835,1.1809965803615046,0,0,1,Medium
122,58,Subprime,656,Employed,16504,122,2271,1237,0.5446939674152356,30,0,1,Medium
123,44,Prime,749,Employed,70102,123,8350,3304,0.395688622754491,0,0,0,Low
124,71,Prime,693,Employed,52537,124,11390,4261,0.37410008779631254,0,0,0,Low
125,30,Prime,783,Employed,50615,125,6614,3586,0.5421832476564863,0,0,0,Low
126,28,Prime,780,Employed,54475,126,11953,5465,0.45720739563289553,0,0,0,Low
127,41,Subprime,463,Employed,31817,127,2432,2001,0.8227796052631579,0,0,1,Medium
128,26,Subprime,579,Employed,30084,128,4349,1691,0.38882501724534374,0,0,1,Low
129,41,Prime,686,Employed,81478,129,8254,4785,0.579718924157984,60,0,1,Medium
130,59,Near-Prime,646,Employed,43631,130,4282,2596,0.6062587575899112,90,1,1,Medium
131,44,Prime,713,Employed,50347,131,8006,3741,0.46727454409193103,0,0,0,Low
132,53,Prime,782,Employed,49386,132,10089,3407,0.3376945187828328,0,0,0,Low
133,38,Prime,754,Employed,51072,133,8986,2822,0.31404406855107947,0,0,0,Low
134,48,Prime,698,Employed,39981,134,11236,7583,0.6748843004627981,0,0,0,Low
135,72,Subprime,632,Self-Employed,28239,135,4935,2007,0.4066869300911854,0,0,0,Low
136,52,Prime,692,Employed,62834,136,6633,1935,0.29172320217096337,0,0,0,Low
137,32,Near-Prime,696,Employed,35093,137,4115,3893,0.9460510328068044,0,0,1,Medium
138,68,Near-Prime,639,Employed,33540,138,4042,3145,0.7780801583374567,30,0,1,High
139,62,Prime,735,Employed,70159,139,7201,2888,0.40105540897097625,0,0,0,Low
140,47,Subprime,610,Self-Employed,19441,140,4604,5348,1.1615986099044309,60,0,1,High
141,30,Subprime,611,Unemployed,8000,141,4060,3904,0.961576354679803,0,0,1,Medium
142,66,Prime,803,Employed,43470,142,7909,3835,0.48489063092679224,0,0,0,Low
143,72,Prime,746,Unemployed,8000,143,8977,4343,0.48379191266570126,0,0,0,Low
144,62,Prime,762,Employed,58862,144,11808,6137,0.5197323848238482,0,0,0,Low
145,52,Prime,732,Employed,51392,145,12816,6739,0.52582709113608,0,0,0,Low
146,62,Prime,757,Employed,52803,146,9518,7418,0.7793654129018701,0,0,0,Low
147,46,Near-Prime,701,Employed,49223,147,2011,1228,0.6106414719045251,0,0,0,Low
148,45,Near-Prime,675,Self-Employed,34469,148,6445,3977,0.6170674941815361,0,0,0,Low
149,31,Prime,677,Employed,62750,149,10869,2874,0.26442174993099643,0,0,0,Low
150,43,Prime,763,Employed,70113,150,9449,4178,0.4421631918721558,0,0,0,Low
151,54,Subprime,601,Employed,25266,151,4226,5071,1.1999526739233317,0,0,1,Medium
152,72,Prime,722,Employed,62370,152,9714,5805,0.5975911056207536,0,0,0,Low
153,60,Prime,698,Unemployed,9274,153,6530,2405,0.3683001531393568,0,0,0,Low
154,43,Prime,809,Self-Employed,64240,154,7227,3284,0.45440708454407086,0,0,0,Low
155,49,Subprime,609,Employed,18571,155,3178,1671,0.5258023914411579,60,0,1,Medium
156,51,Prime,740,Self-Employed,38544,156,11130,3390,0.3045822102425876,0,0,0,Low
157,27,Near-Prime,623,Unemployed,8826,157,4851,3298,0.6798598227169655,0,0,0,Low
158,60,Near-Prime,638,Employed,32888,158,6683,3683,0.5510998054765823,0,0,0,Low
159,53,Prime,802,Employed,49832,159,9607,2817,0.2932236910586031,0,0,0,Low
160,41,Near-Prime,686,Employed,38243,160,8379,6267,0.7479412817758683,0,0,0,Low
161,22,Prime,727,Employed,62200,161,8916,3902,0.4376401973979363,0,0,0,Low
162,38,Near-Prime,705,Employed,36738,162,3367,1132,0.3362043362043362,0,0,0,Low
163,67,Near-Prime,639,Employed,33409,163,6970,1637,0.23486370157819225,60,0,1,Medium
164,53,Near-Prime,755,Employed,37187,164,9207,4934,0.5358966004127295,0,0,0,Low
165,57,Prime,804,Employed,47308,165,10424,2207,0.21172294704528014,0,0,0,Low
166,54,Subprime,552,Unemployed,8000,166,2712,1038,0.3827433628318584,30,0,1,High
167,40,Prime,724,Employed,38869,167,6836,4233,0.6192217671152721,0,0,0,Low
168,55,Prime,645,Employed,55694,168,7094,3088,0.43529743445164926,0,0,0,Low
169,71,Prime,690,Self-Employed,49312,169,13006,5334,0.4101184068891281,0,0,0,Low
170,70,Near-Prime,613,Employed,47730,170,5509,3373,0.6122708295516428,0,0,0,Low
171,74,Near-Prime,686,Employed,28420,171,5006,2114,0.42229324810227725,0,0,0,Low
172,38,Prime,736,Unemployed,8373,172,8683,4442,0.5115743406656685,0,0,0,Low
173,66,Near-Prime,612,Self-Employed,54503,173,5524,3446,0.6238233164373642,0,0,0,Low
174,44,Prime,738,Employed,45603,174,12135,4082,0.33638236505974456,0,0,0,Low
175,28,Near-Prime,705,Employed,38107,175,4478,2366,0.5283608753907995,0,0,0,Low
176,50,Prime,771,Unemployed,8000,176,11361,3020,0.2658216706275856,0,0,0,Low
177,64,Near-Prime,585,Employed,29212,177,6183,3516,0.5686559922367783,0,0,1,Low
178,73,Prime,744,Employed,70473,178,11414,4726,0.41405291746977396,0,0,0,Low
179,30,Subprime,496,Employed,29026,179,5082,3770,0.7418339236521054,0,0,1,Medium
180,43,Prime,786,Employed,56336,180,9169,4201,0.4581742829098048,0,0,0,Low
181,72,Prime,781,Employed,38036,181,8369,3667,0.4381646552754212,0,0,0,Low
182,69,Prime,714,Employed,58587,182,9132,4425,0.48455978975032854,0,0,0,Low
183,31,Subprime,534,Unemployed,13472,183,3405,3697,1.08575624082232,60,0,1,High
184,22,Subprime,552,Unemployed,13448,184,1843,1839,0.9978296256104178,0,0,1,High
185,46,Prime,659,Employed,61683,185,12104,7179,0.5931097157964309,0,0,0,Low
186,56,Near-Prime,696,Employed,30964,186,6368,3059,0.4803706030150754,0,0,0,Low
187,53,Subprime,563,Unemployed,10939,187,2336,1688,0.7226027397260274,0,0,1,Medium
188,67,Near-Prime,728,Employed,45340,188,2898,2262,0.7805383022774327,0,0,0,Low
189,33,Near-Prime,625,Employed,25644,189,2508,1967,0.7842902711323764,0,0,0,Low
190,60,Prime,725,Self-Employed,43787,190,10540,3670,0.34819734345351044,0,0,0,Low
191,45,Prime,689,Employed,63881,191,7762,4204,0.5416129863437258,0,0,0,Low
192,24,Subprime,519,Employed,33256,192,3045,1869,0.6137931034482759,0,0,1,Low
193,62,Subprime,509,Unemployed,8000,193,3988,3869,0.970160481444333,60,0,1,High
194,39,Near-Prime,729,Unemployed,12385,194,5225,3368,0.6445933014354067,0,0,0,Low
195,38,Prime,722,Employed,55953,195,10093,2445,0.24224710195184782,0,0,0,Low
196,57,Prime,754,Self-Employed,62810,196,9190,3537,0.3848748639825898,0,0,0,Low
197,50,Near-Prime,660,Employed,34923,197,5873,6380,1.0863272603439469,0,0,1,Medium
198,39,Subprime,503,Employed,31871,198,1927,1735,0.9003632589517384,0,0,1,High
199,43,Subprime,569,Unemployed,12531,199,2680,3216,1.2,0,0,1,High
200,74,Near-Prime,709,Unemployed,8945,200,6903,2493,0.36114732724902215,0,0,0,Low
201,36,Near-Prime,619,Employed,40142,201,4976,3981,0.800040192926045,0,0,1,Low
202,21,Prime,782,Employed,48514,202,11410,796,0.06976336546888694,0,0,0,Low
203,32,Prime,716,Employed,71516,203,13692,6160,0.4498977505112474,0,0,0,Low
204,44,Subprime,551,Employed,27278,204,4156,4188,1.0076997112608277,0,0,1,High
205,54,Near-Prime,706,Employed,32623,205,8239,6736,0.8175749484160699,0,0,1,Low
206,73,Prime,723,Employed,47841,206,10441,3446,0.33004501484532134,0,0,0,Low
207,28,Prime,751,Employed,56267,207,7931,4805,0.6058504602193923,0,0,0,Low
208,38,Near-Prime,664,Employed,46026,208,6300,3422,0.5431746031746032,0,0,0,Low
209,68,Prime,755,Employed,41641,209,13026,5541,0.42538000921234453,0,0,0,Low
210,25,Prime,654,Employed,73476,210,7952,3061,0.3849346076458752,0,0,0,Low
211,46,Near-Prime,588,Employed,42469,211,4441,1877,0.42265255573069127,0,0,1,Low
212,50,Near-Prime,710,Employed,43731,212,4298,4143,0.963936714751047,0,0,1,Medium
213,74,Near-Prime,731,Self-Employed,39222,213,5673,3741,0.659439450026441,0,0,0,Low
214,33,Prime,713,Employed,55192,214,6993,4287,0.6130416130416131,0,0,0,Low
215,39,Near-Prime,667,Employed,38813,215,8511,7310,0.8588884972388674,0,0,1,Medium
216,49,Prime,761,Employed,65177,216,9432,2874,0.30470737913486007,0,0,0,Low
217,23,Prime,777,Employed,54920,217,10943,6920,0.6323677236589601,0,0,0,Low
218,46,Near-Prime,578,Employed,46136,218,5552,4167,0.7505403458213257,0,0,1,Medium
219,60,Near-Prime,635,Self-Employed,36529,219,4289,1894,0.4415947773373747,0,0,0,Low
220,32,Subprime,560,Employed,29173,220,2190,2107,0.9621004566210045,0,0,1,High
221,22,Near-Prime,715,Employed,33568,221,4638,2065,0.44523501509271235,60,0,1,Medium
222,31,Near-Prime,804,Employed,49732,222,6521,6333,0.9711700659408066,0,0,1,Medium
223,64,Prime,740,Employed,46662,223,10039,5742,0.571969319653352,0,0,0,Low
224,48,Prime,693,Self-Employed,51750,224,10206,4483,0.4392514207329022,0,0,0,Low
225,38,Prime,766,Employed,51850,225,6022,3852,0.6396545998007307,0,0,0,Low
226,33,Prime,802,Employed,51460,226,8999,1914,0.21269029892210245,0,0,0,Low
227,57,Subprime,586,Employed,32334,227,2473,1638,0.6623534169025476,30,0,1,High
228,42,Prime,713,Employed,51833,228,9802,4039,0.4120587635176495,0,0,0,Low
229,32,Subprime,637,Unemployed,14181,229,3979,4774,1.1997989444584067,0,0,1,Medium
230,22,Near-Prime,713,Employed,33452,230,4241,1848,0.43574628625324213,0,0,0,Low
231,57,Near-Prime,628,Unemployed,10508,231,7452,2299,0.3085077831454643,0,0,0,Low
232,27,Near-Prime,699,Employed,33793,232,9508,3433,0.3610643668489693,0,0,0,Low
233,46,Near-Prime,729,Unemployed,11262,233,7252,6028,0.8312189740761169,30,0,1,High
234,46,Prime,797,Employed,54840,234,8674,3130,0.3608485127968642,0,0,0,Low
235,44,Prime,747,Employed,53449,235,8366,3565,0.4261295720774564,0,0,0,Low
236,32,Near-Prime,662,Employed,49507,236,5686,4563,0.8024973619416109,0,0,1,Low
237,36,Prime,799,Employed,48456,237,7478,3187,0.42618347151644825,0,0,0,Low
238,43,Prime,701,Employed,60865,238,9504,4567,0.4805345117845118,0,0,0,Low
239,60,Near-Prime,701,Employed,33848,239,4292,3249,0.7569897483690587,30,0,1,High
240,29,Prime,695,Employed,56126,240,5220,2011,0.38524904214559386,0,0,0,Low
241,52,Subprime,643,Unemployed,8000,241,3719,3006,0.8082817961817693,0,0,1,Low
242,35,Subprime,564,Employed,24024,242,3521,3205,0.9102527690996876,0,0,1,High
243,57,Subprime,656,Unemployed,9753,243,2928,3124,1.0669398907103824,0,0,1,Medium
244,33,Prime,769,Self-Employed,73146,244,6434,2130,0.3310537768106932,0,0,0,Low
245,25,Prime,701,Self-Employed,56008,245,9579,478,0.049900824720743295,0,0,0,Low
246,31,Subprime,665,Employed,37928,246,2509,2558,1.0195296931048226,0,0,1,Medium
247,30,Prime,812,Employed,57203,247,8722,5138,0.5890850722311396,0,0,0,Low
248,72,Subprime,632,Employed,25677,248,5264,4737,0.899886018237082,30,0,1,High
249,33,Subprime,534,Employed,37236,249,4151,3806,0.9168874969886774,0,0,1,High
250,61,Subprime,561,Employed,30622,250,2130,1510,0.7089201877934272,0,0,1,Medium
251,73,Prime,755,Employed,48572,251,6450,3386,0.5249612403100775,0,0,0,Low
252,66,Prime,721,Employed,59705,252,9303,5376,0.5778781038374717,0,0,0,Low
253,70,Subprime,681,Employed,26244,253,2124,1835,0.8639359698681732,60,0,1,High
254,35,Prime,755,Unemployed,8000,254,4996,4115,0.8236589271417134,0,0,1,Low
255,62,Prime,641,Employed,64359,255,10064,2168,0.21542130365659778,0,0,0,Low
256,27,Near-Prime,696,Employed,48759,256,6481,4423,0.6824564110476778,0,0,0,Low
257,60,Subprime,559,Unemployed,15513,257,3950,2197,0.5562025316455697,0,0,1,Low
258,48,Near-Prime,676,Employed,43377,258,6394,5281,0.8259305598999062,90,1,1,High
259,52,Near-Prime,661,Employed,38010,259,5902,1969,0.3336157234835649,0,0,0,Low
260,55,Prime,782,Employed,63349,260,7675,1918,0.24990228013029317,0,0,0,Low
261,35,Near-Prime,735,Self-Employed,46798,261,6774,3545,0.5233244759374077,0,0,0,Low
262,68,Subprime,596,Employed,37829,262,5029,4608,0.9162855438456949,0,0,1,High
263,56,Prime,736,Employed,54553,263,7997,2884,0.36063523821433036,0,0,0,Low
264,41,Near-Prime,677,Employed,38675,264,4468,2381,0.5329006266786034,30,0,1,Medium
265,26,Subprime,581,Employed,23706,265,2364,1902,0.8045685279187818,60,0,1,High
266,21,Near-Prime,639,Employed,44299,266,4699,2826,0.6014045541604597,30,0,1,Medium
267,24,Near-Prime,708,Employed,27613,267,6303,5972,0.9474853244486753,30,0,1,High
268,31,Near-Prime,703,Employed,46208,268,2790,2196,0.7870967741935484,0,0,0,Low
269,64,Prime,811,Employed,60878,269,9878,3964,0.40129580886819194,0,0,0,Low
270,46,Prime,800,Employed,60850,270,10287,7864,0.7644599980557986,0,0,0,Low
271,57,Subprime,538,Employed,28829,271,1701,1654,0.9723691945914168,0,0,1,High
272,43,Subprime,629,Self-Employed,37197,272,2520,1531,0.6075396825396825,0,0,0,Low
273,49,Subprime,522,Employed,33231,273,3579,3271,0.9139424420229114,0,0,1,High
274,41,Subprime,621,Employed,24357,274,3356,3301,0.983611442193087,0,0,1,Medium
275,68,Near-Prime,654,Self-Employed,35286,275,6779,3474,0.5124649653341201,0,0,0,Low
276,65,Near-Prime,628,Self-Employed,32962,276,5788,2543,0.43935729094678644,30,0,1,Medium
277,65,Near-Prime,694,Employed,44410,277,7897,5269,0.667215398252501,0,0,0,Low
278,69,Near-Prime,546,Employed,31998,278,5518,3189,0.5779267850670533,0,0,1,Low
279,47,Near-Prime,592,Employed,48667,279,4525,4279,0.9456353591160221,30,0,1,High
280,59,Near-Prime,671,Employed,50583,280,4404,3515,0.7981380563124433,0,0,0,Low
281,60,Subprime,584,Self-Employed,22725,281,4235,2921,0.689728453364817,0,0,1,Low
282,33,Prime,735,Employed,53144,282,9059,4655,0.5138536262280605,0,0,0,Low
283,43,Prime,686,Employed,55166,283,10267,6571,0.64001168793221,0,0,0,Low
284,36,Prime,717,Employed,63839,284,10226,2463,0.24085663993741444,0,0,0,Low
285,50,Near-Prime,699,Employed,52874,285,2970,1322,0.44511784511784513,0,0,0,Low
286,24,Prime,773,Employed,38145,286,6719,3012,0.44828099419556483,0,0,0,Low
287,60,Prime,749,Employed,51818,287,6958,3168,0.4553032480597873,0,0,0,Low
288,36,Near-Prime,737,Employed,37871,288,4775,3053,0.6393717277486911,0,0,0,Low
289,51,Prime,765,Unemployed,8000,289,8159,3291,0.4033582546880745,0,0,0,Low
290,73,Near-Prime,642,Self-Employed,36119,290,7498,4384,0.5846892504667911,0,0,0,Low
291,62,Prime,738,Employed,59277,291,11396,5785,0.5076342576342576,0,0,0,Low
292,45,Prime,693,Employed,52213,292,8414,5217,0.6200380318516758,0,0,0,Low
293,64,Subprime,573,Employed,18732,293,3248,2370,0.729679802955665,30,0,1,High
294,32,Prime,794,Self-Employed,83740,294,7589,6190,0.815654236394782,0,0,1,Low
295,46,Prime,777,Employed,57661,295,9178,6829,0.7440618871213772,30,0,1,High
296,57,Near-Prime,750,Self-Employed,40893,296,6303,5772,0.9157544026653974,30,0,1,High
297,68,Near-Prime,664,Employed,31216,297,7209,5583,0.7744486059092801,0,0,0,Low
298,53,Prime,803,Employed,57607,298,10596,7959,0.7511325028312571,60,0,1,High
299,48,Near-Prime,670,Unemployed,9507,299,2546,1507,0.5919088766692852,0,0,0,Low
300,29,Prime,808,Employed,36114,300,8694,2826,0.3250517598343685,0,0,0,Low
301,32,Prime,749,Employed,44297,301,11768,4367,0.37109109449354183,0,0,0,Low
302,25,Near-Prime,715,Employed,46359,302,5342,2400,0.44926993635342566,0,0,0,Low
303,74,Near-Prime,753,Employed,55552,303,7708,5197,0.6742345614945511,0,0,0,Low
304,72,Near-Prime,670,Employed,42937,304,5540,3933,0.709927797833935,0,0,0,Low
305,74,Near-Prime,690,Employed,48824,305,6262,4321,0.6900351325455126,0,0,0,Low
306,48,Subprime,657,Employed,27065,306,2363,2001,0.8468049090139653,0,0,1,Low
307,55,Near-Prime,673,Self-Employed,39307,307,4351,2944,0.6766260629740289,0,0,0,Low
308,25,Prime,697,Employed,65909,308,10450,7424,0.7104306220095694,0,0,0,Low
309,54,Near-Prime,787,Unemployed,14988,309,7322,5667,0.773968860966949,0,0,0,Low
310,66,Prime,731,Employed,68010,310,9052,5325,0.5882677861246134,0,0,0,Low
